0,1,2,3,4,5,6,7
0,30,239,253,235,252,254,252
255,241,237,255,250,254,255,255
254,1,252,255,255,255,255,254
0,5,254,255,254,255,255,255
0,14,252,249,253,252,252,253
39,3,253,254,255,252,252,254
255,0,243,255,254,251,255,255
0,2,251,255,254,255,253,253
255,62,253,255,255,255,255,255
0,44,253,255,253,254,255,255
0,2,253,255,255,255,255,255
0,14,250,255,249,254,255,255
255,11,254,255,254,254,255,254
255,217,37,210,99,133,255,255
255,2,254,255,255,254,255,255
62,3,251,255,253,255,255,254
0,5,247,255,253,254,255,255
0,9,253,255,252,254,255,255
0,1,252,254,255,255,255,255
189,1,254,254,255,254,250,253
0,1,253,254,251,254,254,251
0,15,250,255,252,254,255,254
0,3,252,254,250,254,255,254
255,70,253,254,228,247,255,255
0,8,243,253,251,252,253,252
0,2,254,255,255,254,255,255
3,1,253,255,252,254,250,253
0,12,251,254,249,252,255,254
255,1,253,255,255,254,255,255
0,11,248,255,243,251,255,255
0,11,251,251,252,246,246,253
255,6,254,255,255,255,255,255
0,3,251,255,252,255,247,254
255,5,245,255,255,255,255,254
254,0,251,255,255,255,254,254
0,22,243,254,251,254,253,251
199,1,254,255,254,253,255,255
0,3,249,254,254,254,255,255
0,17,254,254,254,254,255,255
0,4,254,255,255,255,255,255
255,1,254,255,254,255,255,255
255,203,193,246,103,249,255,255
255,7,253,255,254,254,255,253
0,55,240,255,251,254,255,255
255,0,244,254,255,251,255,255
0,14,249,254,251,252,254,254
0,8,251,254,255,253,253,253
0,11,253,254,251,252,252,255
0,7,246,255,254,255,255,255
0,1,254,255,255,255,255,255
0,5,248,253,252,232,248,253
255,0,254,255,255,255,255,255
0,3,254,255,255,255,255,255
0,13,253,254,253,254,252,254
31,1,253,255,255,255,255,255
5,0,253,255,254,253,254,255
255,1,255,255,254,255,255,255
0,3,248,255,254,251,255,254
0,18,253,254,251,254,254,255
0,13,250,255,253,253,254,254
255,1,251,255,255,255,255,255
255,0,250,255,255,255,255,255
0,9,251,255,254,254,255,255
0,1,252,255,255,255,255,254
0,12,252,254,252,255,255,255
0,25,248,254,252,254,253,254
255,0,254,255,255,255,255,255
0,8,246,253,254,249,253,254
0,16,252,252,253,254,255,255
255,159,249,255,243,254,255,255
255,0,254,255,255,255,255,255
0,9,253,255,255,255,255,255
0,36,253,255,247,252,254,255
0,4,254,255,254,254,255,255
255,1,254,255,250,255,255,255
0,5,249,254,254,254,254,254
0,5,253,255,255,255,255,255
49,0,255,255,255,255,255,255
0,8,245,254,255,252,254,253
238,1,254,254,254,255,253,254
1,1,234,251,254,240,246,252
255,2,249,255,254,254,255,255
255,0,253,255,254,252,255,255
0,20,254,254,254,254,254,254
0,7,254,255,254,255,255,255
0,17,247,254,253,254,255,254
0,8,252,254,254,254,254,254
0,6,254,255,255,255,255,255
255,1,255,255,254,254,251,255
0,1,254,255,255,255,255,255
0,3,246,253,249,246,252,253
255,0,255,255,255,255,255,255
0,3,254,255,254,255,255,255
0,54,244,253,254,254,255,254
0,17,250,254,254,252,254,253
0,4,252,254,255,252,254,254
0,22,253,255,250,255,255,255
0,7,251,254,254,254,254,255
0,6,253,255,254,254,255,255
255,5,253,255,255,255,255,254
7,1,254,255,255,255,253,255
219,0,255,255,255,255,254,253
0,32,249,254,248,254,252,255
0,20,250,255,255,255,255,255
0,39,245,254,252,249,255,254
0,9,251,255,251,253,254,255
0,3,254,255,255,255,255,255
0,9,252,254,253,254,254,254
0,11,251,254,248,254,252,254
0,24,250,255,255,255,255,255
0,6,247,255,254,255,255,255
0,6,251,254,253,250,255,255
2,1,251,255,255,254,253,253
255,3,254,255,255,255,255,254
0,4,254,251,252,252,254,253
0,3,251,250,250,253,245,253
0,7,250,252,254,254,253,254
255,38,251,253,200,251,255,255
1,3,254,255,255,255,253,254
5,2,252,255,255,255,254,255
0,14,251,254,252,253,255,253
0,1,253,255,255,246,254,249
0,2,253,255,254,254,255,255
255,0,254,254,254,254,253,254
0,1,253,255,254,255,249,253
0,20,251,255,251,254,255,255
30,0,254,255,255,255,254,254
86,1,254,255,255,253,255,254
253,0,254,255,255,253,255,255
0,2,252,255,254,255,254,254
0,12,228,255,247,252,254,254
239,0,254,255,255,255,254,255
0,4,251,255,254,255,255,255
255,1,255,255,255,255,255,254
255,2,248,255,255,254,255,255
255,199,198,245,253,254,255,255
255,1,254,255,255,254,255,254
0,8,251,255,254,254,254,254
0,9,252,255,253,254,255,255
0,0,252,255,255,254,251,251
0,11,253,254,254,254,255,253
255,1,237,255,255,254,255,255
0,11,249,254,253,255,255,255
255,78,255,255,251,255,255,255
255,0,254,255,255,253,255,255
0,7,249,254,251,254,255,255
0,0,248,255,254,254,246,251
0,1,252,252,254,255,241,254
0,5,254,255,253,255,255,255
0,13,253,254,252,254,255,255
0,0,254,255,254,255,255,254
1,0,252,255,255,253,252,254
255,235,193,254,245,232,255,255
255,2,254,255,254,254,254,255
255,3,252,255,255,255,255,255
232,2,254,255,255,255,251,253
0,6,253,255,254,255,255,255
0,3,254,255,254,255,255,255
255,0,254,255,255,255,255,254
255,2,251,253,252,250,253,253
255,12,252,255,253,255,255,255
0,7,244,254,252,252,255,255
0,10,247,254,254,254,254,254
0,8,251,255,251,254,254,255
255,21,243,255,254,254,255,255
0,26,250,254,247,254,254,254
0,2,250,252,255,254,254,252
0,0,252,254,253,255,251,247
0,1,254,255,254,255,253,254
177,3,250,254,254,254,255,255
0,2,249,254,253,253,255,253
255,0,250,255,255,255,255,255
0,20,250,253,252,255,254,254
0,5,253,255,249,253,254,255
0,13,248,254,252,254,250,253
0,2,252,254,255,254,255,254
0,7,247,255,253,255,255,255
0,11,248,254,252,254,254,255
0,10,253,255,249,254,255,254
255,60,246,254,240,248,255,255
0,18,252,254,253,255,254,254
0,8,248,254,254,254,255,250
154,1,250,255,251,254,254,255
22,1,255,255,255,255,254,253
0,4,249,253,251,254,254,255
219,0,251,255,255,255,250,253
0,6,254,255,254,255,255,255
0,2,250,254,253,254,254,255
61,1,241,255,255,254,254,253
0,6,251,255,254,255,255,255
0,4,247,254,254,255,255,255
0,4,254,255,253,253,255,254
255,1,253,254,255,254,254,252
255,17,253,255,193,254,255,255
255,18,244,255,255,253,255,255
0,24,250,250,254,250,254,252
255,5,253,255,255,255,255,255
255,0,251,255,255,250,255,255
255,1,253,255,255,255,255,255
0,11,254,254,252,255,253,255
0,6,254,255,254,254,255,255
0,10,252,255,250,254,255,254
216,4,250,251,254,252,249,254
255,0,254,255,255,255,255,255
1,0,254,255,254,254,254,255
0,25,248,254,250,253,254,254
255,2,252,255,254,254,254,254
1,7,252,255,255,255,254,254
0,8,254,255,254,254,255,255
255,52,242,253,228,254,255,255
255,14,248,255,250,253,255,255
0,1,246,254,255,255,253,254
243,4,252,255,255,255,253,253
0,3,253,254,254,253,254,235
0,10,245,255,254,254,251,254
0,15,248,254,254,253,254,254
6,1,251,255,254,255,253,253
24,11,254,255,244,252,255,254
0,19,249,255,254,253,255,255
255,1,251,255,255,254,255,254
0,11,251,255,252,253,254,254
0,10,250,249,253,249,250,245
255,0,252,255,255,255,254,252
0,61,251,255,255,255,255,255
255,83,249,254,255,254,255,255
255,4,254,254,255,255,249,254
0,8,245,254,254,254,255,255
255,2,251,255,255,254,255,254
0,28,246,255,252,253,255,255
0,4,249,254,254,254,253,254
255,5,254,255,255,254,254,255
0,10,247,255,251,255,255,255
0,2,253,255,255,254,254,255
255,0,253,255,254,254,255,255
155,1,254,255,254,255,255,254
0,3,253,255,253,255,255,255
0,15,248,254,244,253,255,254
0,1,251,255,255,254,255,255
2,1,254,255,253,253,253,252
0,4,254,255,251,254,255,255
0,2,247,254,254,254,252,253
0,21,253,255,252,254,254,255
0,7,254,255,254,254,253,254
0,1,252,255,255,253,254,254
0,19,252,253,249,253,254,253
0,15,253,255,255,255,255,255
0,3,246,254,254,255,255,254
255,1,255,255,254,255,255,255
249,2,252,255,255,255,255,255
0,19,238,254,235,253,254,255
255,9,249,255,254,255,251,252
0,5,244,254,254,250,254,255
0,8,252,255,254,254,255,255
255,2,248,255,240,251,254,255
0,51,249,255,255,255,255,255
0,8,252,254,250,254,255,255
0,20,253,254,234,252,248,253
0,9,246,254,251,254,254,255
5,1,248,255,254,254,252,244
255,1,254,255,247,255,254,254
0,7,254,255,254,255,255,255
7,5,253,254,255,253,254,252
0,7,250,255,252,255,255,254
148,2,254,255,255,255,255,254
0,6,252,255,254,252,254,255
0,1,254,254,254,253,255,254
0,6,252,255,253,254,254,255
4,0,253,255,255,255,253,254
0,15,245,254,253,255,255,255
255,8,236,254,255,245,255,255
0,9,251,255,249,254,255,255
0,3,250,254,238,250,252,252
2,0,252,255,253,254,255,255
0,30,251,255,252,255,255,254
0,1,251,254,254,253,251,251
255,2,253,254,249,253,255,255
0,11,251,251,254,254,254,253
0,3,251,254,253,253,255,255
0,21,247,253,254,243,253,254
0,2,254,255,255,255,255,255
0,20,252,255,255,255,255,255
255,2,253,255,237,248,255,255
0,3,250,255,255,254,253,253
1,4,249,254,253,249,252,252
0,13,246,254,252,252,254,255
0,9,252,255,255,255,255,255
0,12,252,255,253,255,255,255
153,0,254,255,254,254,254,253
255,2,253,255,254,255,254,254
255,0,255,255,255,255,254,255
0,79,246,254,252,254,254,255
0,4,247,254,251,254,253,255
0,3,253,255,255,254,255,255
0,56,242,255,253,254,255,255
0,7,253,255,254,255,255,255
255,0,254,255,254,255,255,255
0,3,252,255,253,255,254,253
16,0,254,255,255,254,254,255
217,2,254,255,255,255,254,255
0,1,248,254,255,255,253,253
0,3,252,253,251,253,255,254
0,2,247,252,254,254,254,254
251,1,254,254,254,255,255,255
255,0,254,255,255,255,255,254
255,7,253,255,244,255,255,255
30,2,253,255,255,252,254,253
255,0,254,255,255,255,254,254
4,1,253,253,255,253,251,253
255,7,255,254,251,254,255,255
0,4,249,254,255,255,252,254
0,1,254,255,254,254,252,254
0,25,250,249,250,254,254,253
0,5,253,255,252,253,254,254
0,9,251,255,252,255,252,254
1,4,250,255,254,254,253,254
255,234,31,250,171,176,255,255
0,18,251,253,252,253,247,255
0,2,253,255,255,255,255,255
0,6,253,254,253,253,253,254
0,3,251,254,254,254,254,255
0,8,253,255,254,255,255,255
253,1,253,254,253,254,253,253
0,10,246,253,254,245,253,253
0,12,252,255,254,254,255,254
0,6,251,254,254,254,254,255
0,6,245,254,252,249,253,253
0,10,252,254,254,254,253,253
255,0,254,254,255,255,255,254
0,0,252,255,254,252,255,254
0,2,253,254,254,253,253,249
0,3,251,255,254,255,255,255
255,4,253,255,222,254,255,255
255,4,254,255,254,255,255,255
0,12,254,254,254,254,254,255
0,51,246,255,253,255,254,255
255,3,248,255,254,254,255,254
0,4,246,255,253,253,252,255
0,1,252,255,252,253,254,253
0,11,254,255,254,255,255,255
0,9,253,254,254,253,255,255
0,9,245,255,255,255,255,255
255,1,242,255,254,253,254,254
0,12,247,254,253,254,255,254
0,6,249,253,253,253,254,255
0,6,232,247,255,250,252,253
0,4,252,254,253,254,255,255
0,2,254,255,255,255,254,254
0,27,246,255,253,255,255,255
0,2,253,255,254,255,255,255
0,20,252,255,253,254,255,255
0,15,250,254,251,254,254,254
64,0,254,255,255,255,254,252
0,1,251,254,253,254,254,253
255,2,255,255,255,255,255,255
0,2,248,253,254,255,255,254
0,3,253,255,252,253,255,255
255,3,252,255,255,254,255,255
0,2,251,255,254,253,254,255
21,0,254,255,255,255,254,254
39,1,251,255,255,254,253,253
255,0,246,255,254,252,255,255
0,5,254,255,253,255,255,255
8,0,254,255,255,255,254,255
237,0,254,255,255,255,254,253
0,3,237,255,254,252,255,255
255,2,255,255,254,255,255,255
255,173,211,254,203,190,255,255
255,2,246,254,251,253,255,255
0,8,242,253,253,253,254,255
24,4,254,255,254,255,255,255
4,6,253,254,252,253,253,252
0,11,249,255,254,254,255,255
0,9,253,255,254,254,255,255
0,10,252,255,252,254,253,255
17,1,252,254,254,254,252,252
255,5,254,255,255,255,255,255
255,3,252,255,254,254,255,255
0,2,253,255,254,255,255,255
62,1,245,254,254,254,252,253
0,16,241,253,253,254,254,254
0,13,230,254,255,255,248,254
0,14,252,253,253,254,254,254
255,1,242,255,255,254,255,255
0,6,243,254,255,253,255,255
255,12,247,255,255,255,255,255
0,83,248,255,251,254,255,255
0,6,249,255,255,253,254,254
1,1,252,254,254,255,253,253
0,12,253,255,244,254,255,254
0,8,247,252,252,254,254,254
0,5,252,255,254,255,255,255
255,1,254,255,255,255,253,254
255,1,254,255,254,255,255,255
255,3,254,255,255,255,255,254
1,3,253,254,255,255,255,254
255,2,252,255,255,255,254,255
0,2,251,254,254,254,255,255
0,3,251,253,253,254,254,254
0,4,253,255,255,255,255,255
253,26,251,254,237,255,255,255
0,1,249,255,253,253,252,252
0,7,251,254,251,254,253,252
35,1,254,255,254,255,254,255
0,5,249,252,251,253,255,254
255,3,251,255,254,252,255,255
0,5,251,254,254,252,255,254
0,5,253,255,254,251,255,255
0,2,245,255,241,254,254,255
86,1,249,254,254,250,251,251
255,5,254,255,145,253,255,255
0,10,248,253,246,254,254,254
255,1,252,255,254,255,255,254
0,1,252,254,251,253,254,254
0,17,251,255,253,254,255,255
0,33,254,255,255,255,255,255
255,1,254,255,255,253,253,255
0,16,249,254,250,253,254,255
0,4,253,255,254,254,255,255
230,2,253,255,253,255,254,254
0,6,246,254,255,253,253,254
0,24,250,254,252,253,254,254
7,1,254,255,255,255,255,255
0,2,251,255,252,252,250,253
0,12,252,254,253,254,255,255
0,3,251,251,254,254,246,251
254,3,251,255,253,255,254,254
0,12,250,255,254,255,255,255
0,9,250,254,254,250,253,254
0,3,252,255,255,254,254,254
255,1,255,255,255,255,255,255
0,2,254,255,255,255,255,255
0,36,252,255,254,255,255,255
254,0,254,255,254,254,254,255
255,2,252,255,249,251,255,255
0,6,246,253,247,250,251,254
254,1,254,255,255,255,255,254
0,6,246,254,250,254,252,254
0,13,254,254,254,252,252,254
0,8,247,255,253,254,252,254
0,16,234,254,249,254,254,254
255,0,255,255,255,254,254,253
0,1,249,255,254,253,254,253
0,12,252,254,254,255,254,255
0,22,250,255,253,255,255,255
255,1,252,255,255,255,254,254
0,25,246,251,253,247,248,248
0,6,253,255,254,255,255,255
255,12,201,251,248,253,255,255
0,4,251,255,255,254,255,255
0,11,253,255,254,251,255,254
0,4,253,249,251,253,236,249
0,4,244,253,254,248,254,249
0,1,245,255,253,254,251,254
0,1,253,255,254,254,254,254
255,26,253,248,252,255,254,255
255,27,253,255,253,253,255,255
254,0,253,255,255,254,255,255
0,2,254,255,255,255,255,255
255,3,251,254,255,253,255,254
0,2,254,255,255,253,254,254
0,14,254,255,254,254,255,255
0,2,251,255,254,255,255,254
0,8,252,254,247,247,252,252
0,1,251,254,254,254,253,255
0,15,253,255,254,255,255,255
2,7,252,254,252,253,247,248
0,1,254,254,255,254,255,255
0,2,250,255,254,255,254,253
0,3,228,254,254,252,255,255
255,2,253,254,253,255,254,254
255,0,254,255,254,255,255,254
0,19,249,253,252,251,251,253
7,3,253,255,255,255,254,251
0,68,253,255,253,254,255,255
244,0,250,255,255,254,254,254
255,63,233,254,248,255,255,255
3,0,253,254,254,254,254,254
255,21,250,255,254,255,255,255
254,0,254,255,255,255,255,254
0,2,254,255,252,255,255,254
0,7,251,255,252,255,255,255
255,16,231,255,253,252,254,253
255,1,249,254,255,254,254,253
254,0,252,255,255,255,254,255
0,24,246,254,254,244,254,254
255,1,254,255,255,255,255,255
0,15,246,253,253,254,255,255
0,10,253,255,255,255,255,255
152,1,254,255,255,255,255,254
255,0,254,255,253,255,255,255
5,0,253,255,253,252,253,254
1,0,251,253,254,255,254,253
0,12,253,255,254,255,255,255
0,12,238,254,252,252,255,255
0,3,254,255,255,255,255,255
0,15,251,255,253,255,255,255
0,11,250,253,253,251,253,254
0,4,246,254,251,254,253,255
0,6,250,254,254,254,255,255
0,10,254,255,254,255,255,255
255,1,251,255,253,255,255,255
0,3,251,255,250,254,253,254
0,2,249,254,252,253,252,254
0,1,249,255,253,254,254,255
0,2,244,254,255,254,254,254
0,2,251,255,255,252,253,254
0,3,253,252,252,252,252,255
0,7,250,254,254,253,252,255
255,1,252,255,255,254,255,255
241,0,255,255,253,254,255,255
255,1,252,251,249,252,255,255
0,34,253,255,254,255,255,255
255,233,165,252,11,227,255,255
255,0,252,255,255,254,255,255
87,6,248,255,254,254,255,254
0,6,254,255,255,255,255,255
2,2,253,255,255,255,253,252
0,9,246,252,253,254,251,247
255,1,254,255,255,253,255,254
0,15,252,255,255,255,255,255
0,2,252,253,252,252,254,251
0,17,251,254,253,254,255,255
0,8,254,255,255,255,255,255
255,8,249,255,255,255,255,255
0,5,242,254,254,255,254,255
0,3,221,252,254,253,253,252
253,2,253,255,255,255,255,255
255,102,192,240,253,234,255,255
0,7,254,255,254,255,254,252
0,8,252,255,246,253,254,255
0,9,238,255,249,254,254,252
95,5,252,254,253,253,254,255
0,2,246,253,249,254,253,252
0,91,239,255,252,254,255,255
255,0,241,255,248,242,255,255
255,0,253,255,255,255,255,255
0,11,242,254,249,255,254,255
255,2,253,255,255,255,255,255
0,6,249,254,251,252,254,254
0,2,254,255,252,253,254,255
255,34,211,254,253,252,255,255
0,5,253,255,253,255,255,255
255,0,253,255,248,250,255,254
0,6,252,254,253,255,255,254
0,5,251,255,255,255,254,255
255,0,252,255,255,255,255,252
0,4,253,255,243,255,255,255
0,7,251,254,254,254,254,254
248,1,253,254,254,254,253,245
255,0,254,255,255,255,255,255
2,5,249,254,254,249,252,250
0,17,254,255,254,255,255,255
255,5,253,255,255,255,254,254
0,12,248,254,253,254,253,254
0,2,254,255,252,254,255,255
18,2,254,255,251,254,253,254
0,14,251,254,252,241,253,254
36,0,255,255,254,255,255,253
0,6,251,253,229,252,253,253
0,3,249,254,253,253,255,255
255,245,110,253,93,215,255,255
255,12,250,254,252,254,255,255
0,14,252,255,252,254,255,255
2,6,251,254,254,254,252,254
255,34,252,255,255,254,255,255
0,27,238,253,254,252,253,251
191,2,253,255,254,255,254,254
255,3,253,255,255,255,254,255
255,84,255,255,253,255,255,255
0,7,252,255,254,254,255,255
0,13,247,255,255,255,255,255
0,7,250,254,253,251,254,255
0,43,244,252,253,252,243,250
0,7,248,255,255,255,255,255
0,26,250,254,254,254,254,254
0,13,244,255,254,255,255,255
0,5,231,252,253,253,252,253
0,0,254,255,255,254,252,253
0,3,254,255,253,254,255,255
0,46,252,255,254,255,255,255
0,3,254,254,252,254,254,252
192,0,247,254,255,254,255,252
255,2,253,255,255,255,255,253
0,14,243,254,254,246,254,254
0,1,250,254,253,254,253,252
0,3,253,254,254,254,249,247
249,0,255,255,255,254,254,255
0,3,247,249,243,244,254,254
96,0,254,254,255,255,255,254
0,11,251,255,254,255,255,255
238,3,254,254,255,254,254,249
255,2,253,255,255,255,255,255
0,6,253,254,254,252,254,254
255,0,254,255,255,255,255,255
243,5,246,253,254,255,253,253
255,2,253,255,255,255,255,254
1,0,254,255,254,254,255,254
255,244,185,250,249,238,255,255
255,4,253,255,252,254,255,255
255,0,253,255,255,255,254,255
0,14,253,255,253,255,255,255
255,3,254,255,255,255,255,255
0,13,254,254,254,255,255,255
0,8,235,252,250,252,255,252
255,0,253,255,255,254,254,255
229,0,255,255,254,254,254,252
255,27,249,255,254,254,255,255
0,1,253,255,254,254,255,255
0,7,254,255,254,255,255,255
183,4,249,255,255,254,251,253
0,4,246,251,253,253,251,254
0,9,254,255,255,255,255,255
0,16,249,253,254,252,252,238
255,23,253,254,250,255,255,255
0,2,254,255,255,255,255,255
0,5,250,254,251,255,255,255
255,1,254,255,255,255,255,254
250,0,253,254,251,254,254,250
0,6,250,255,255,254,255,255
0,9,253,255,255,254,255,255
0,7,249,255,255,253,254,254
0,6,252,254,254,254,249,248
255,2,252,254,252,255,255,255
255,0,254,255,254,248,255,255
1,8,253,254,249,253,250,251
21,10,254,254,253,251,255,254
1,1,255,255,254,255,255,255
0,13,254,255,252,255,255,255
16,1,254,255,255,255,254,255
255,2,253,255,255,255,255,255
189,0,255,255,254,255,255,255
0,8,250,252,251,255,251,254
255,0,254,255,255,254,254,254
0,7,253,255,252,254,254,255
250,0,250,255,252,253,253,255
0,1,251,255,255,255,254,253
0,2,243,254,254,254,254,254
0,4,251,255,252,254,253,254
0,32,243,250,254,254,254,254
0,12,250,253,242,253,255,254
0,21,250,255,253,254,255,255
255,31,250,251,210,253,255,255
255,5,254,255,252,254,255,255
0,2,254,255,255,255,255,255
0,3,249,253,252,253,252,254
0,7,251,255,254,254,255,255
0,10,254,255,255,255,255,255
255,1,252,255,254,252,255,254
0,12,248,253,253,251,254,254
255,0,254,255,255,254,255,254
0,26,251,254,250,254,255,255
255,0,253,255,255,255,255,255
0,4,248,255,254,254,254,254
0,0,253,255,253,255,254,253
244,1,235,254,254,253,253,251
65,0,248,254,253,254,255,253
0,29,247,254,253,254,255,255
0,6,244,255,254,253,254,253
0,1,254,255,254,255,254,255
0,11,252,254,252,255,255,255
255,1,252,255,255,255,255,255
255,0,255,255,252,255,255,254
0,1,251,254,255,254,250,254
1,1,254,255,255,255,255,254
0,28,255,255,255,255,255,255
0,8,249,254,252,254,253,254
255,2,249,252,253,255,254,254
105,1,254,255,253,255,255,254
0,3,236,254,254,254,255,253
0,8,251,254,255,254,254,254
0,5,249,255,255,254,254,254
0,20,241,252,253,254,251,252
0,2,252,255,254,254,253,253
0,2,250,255,254,254,255,255
0,8,253,255,246,253,254,255
13,1,254,255,255,253,251,253
0,3,252,254,247,254,253,253
0,9,252,255,253,254,255,255
255,10,253,255,255,252,253,254
13,2,254,255,253,251,254,254
255,1,253,255,254,254,255,255
8,5,230,250,248,240,247,251
0,8,251,254,251,253,252,254
0,9,248,255,251,251,254,255
4,5,255,255,250,255,254,254
237,1,252,255,255,255,254,255
255,0,254,255,255,254,255,255
0,3,252,254,249,254,254,254
0,10,253,253,254,253,253,253
255,11,226,255,254,254,254,254
0,8,253,255,255,255,255,254
255,0,253,255,255,255,253,254
255,0,254,255,255,253,255,255
255,1,255,255,255,255,255,255
1,3,254,252,249,254,254,254
255,47,253,255,211,253,255,255
1,5,253,253,254,250,254,254
0,1,253,252,255,253,253,252
0,1,252,255,254,254,255,254
0,6,251,255,253,253,254,255
255,1,254,255,255,255,255,255
0,28,229,251,252,248,252,254
0,14,250,255,254,255,255,255
0,3,252,254,253,253,254,255
0,12,250,254,253,253,251,254
0,1,253,255,254,255,255,255
255,1,255,255,255,255,255,255
0,34,253,254,248,254,254,254
255,0,254,255,255,255,255,255
23,2,252,255,255,254,255,254
254,12,253,255,254,254,255,254
255,9,247,255,254,254,255,255
0,34,247,254,247,253,255,255
0,2,252,254,254,254,255,255
0,7,249,255,254,255,255,255
255,1,254,255,254,254,255,255
17,1,247,255,255,252,253,243
255,6,254,255,253,255,255,255
0,2,248,254,252,254,254,254
0,21,253,254,252,254,253,253
0,11,254,253,252,255,255,254
0,9,250,255,254,255,255,255
254,0,255,255,255,255,255,254
0,6,247,253,252,253,253,254
0,8,254,255,254,255,255,255
1,1,254,255,255,255,255,254
0,11,250,253,251,250,253,254
0,5,254,255,255,255,255,255
0,17,253,253,254,253,253,247
0,14,245,255,253,255,255,255
0,35,242,254,253,252,254,254
251,2,254,254,253,254,255,253
0,7,252,253,251,255,255,254
0,5,253,254,254,254,255,255
3,0,253,255,255,255,253,252
0,32,251,254,253,253,255,254
255,1,254,255,255,255,255,254
0,6,238,254,252,252,255,255
255,1,253,255,255,255,255,255
0,2,253,255,254,255,255,255
255,3,251,255,254,255,255,255
0,7,253,254,254,255,255,255
0,5,250,253,253,251,254,254
0,36,249,254,249,254,255,254
255,4,249,255,239,255,255,255
0,13,246,253,245,252,253,253
0,5,252,253,253,252,254,254
132,2,252,254,255,255,251,254
0,8,251,255,254,255,255,255
234,0,255,255,255,255,255,255
0,5,246,254,253,255,255,255
0,6,254,255,254,254,254,255
255,15,253,255,249,254,255,255
0,25,251,254,252,254,255,255
0,13,245,255,250,255,255,255
0,3,245,253,252,255,253,252
0,1,253,254,250,254,254,253
0,5,253,255,255,252,255,255
0,7,253,255,253,254,254,255
0,9,240,254,254,252,254,252
255,2,249,255,255,254,254,254
0,12,247,253,254,253,254,253
